refund_id,order_id,amount_cents
R002542,O029720,40725
R002543,O029740,32442
R002544,O029749,10965
R002545,O029753,6767
R002546,O029762,17245
R002547,O029774,37131
R002548,O029780,81595
R002549,O029782,16646
R002550,O029823,21356
R002551,O029833,37697
R002552,O029849,37907
R002553,O029863,9181
R002554,O029867,17717
R002555,O029876,11821
R002556,O029889,29608
R002557,O029900,7309
R002558,O029909,38470
R002559,O029913,6456
R002560,O029968,67988
R002561,O029982,9612
R002562,O029995,42985
R002563,O030002,22656
R002564,O030004,6557
R002565,O030039,37830
R002566,O030062,2779
R002567,O030079,33961
R002568,O030092,11748
R002569,O030095,17721
R002570,O030113,46166
R002571,O030115,16085
R002572,O030122,8122
R002573,O030123,16176
R002574,O030124,9669
R002575,O030129,11101
R002576,O030131,5859
R002577,O030144,19311
R002578,O030153,32119
R002579,O030161,3286
R002580,O030171,17939
R002581,O030175,13285
R002582,O030179,5849
R002583,O030190,19662
R002584,O030248,35445
R002585,O030277,40521
R002586,O030291,44652
R002587,O030299,38010
R002588,O030305,78156
R002589,O030314,2017
R002590,O030335,6364
R002591,O030347,64467
R002592,O030368,37074
R002593,O030369,78092
R002594,O030384,14338
R002595,O030385,42295
R002596,O030394,31788
R002597,O030398,11441
R002598,O030400,8508
R002599,O030484,60191
R002600,O030503,10455
R002601,O030535,75657
R002602,O030536,18310
R002603,O030541,2604
R002604,O030545,57051
R002605,O030553,33007
R002606,O030565,39234
R002607,O030566,14796
R002608,O030584,34585
R002609,O030597,10572
R002610,O030599,12411
R002611,O030626,68678
R002612,O030640,24868
R002613,O030659,17137
R002614,O030663,18448
R002615,O030681,13763
R002616,O030711,85100
R002617,O030713,61738
R002618,O030714,81210
R002619,O030741,8970
R002620,O030752,9910
R002621,O030774,26829
R002622,O030779,43159
R002623,O030803,23468
R002624,O030805,2144
R002625,O030807,67128
R002626,O030808,21231
R002627,O030809,35784
R002628,O030811,4960
R002629,O030821,22238
R002630,O030822,11970
R002631,O030825,30207
R002632,O030836,8752
R002633,O030842,48531
R002634,O030848,3120
R002635,O030858,14316
R002636,O030864,16442
R002637,O030893,33782
R002638,O030915,28161
R002639,O030927,16651
R002640,O030950,2120
R002641,O030955,21102
R002642,O031023,76037
R002643,O031024,19268
R002644,O031029,14909
R002645,O031034,34387
R002646,O031060,6488
R002647,O031066,5839
R002648,O031074,24980
R002649,O031077,69748
R002650,O031078,4747
R002651,O031087,17957
R002652,O031097,9888
R002653,O031102,30388
R002654,O031108,5755
R002655,O031113,26278
R002656,O031115,2758
R002657,O031138,3092
R002658,O031149,16078
R002659,O031150,27426
R002660,O031159,21809
R002661,O031160,54896
R002662,O031180,6645
R002663,O031193,40366
R002664,O031203,41466
R002665,O031214,21505
R002666,O031228,40993
R002667,O031235,13858
R002668,O031243,2609
R002669,O031257,43381
R002670,O031270,25895
R002671,O031289,56121
R002672,O031343,16495
R002673,O031359,6213
R002674,O031372,6157
R002675,O031379,20532
R002676,O031388,78677
R002677,O031393,16964
R002678,O031394,42811
R002679,O031414,3402
R002680,O031424,20539
R002681,O031434,18533
R002682,O031442,18001
R002683,O031451,7850
R002684,O031460,6998
R002685,O031465,16534
R002686,O031470,14812
R002687,O031478,14300
R002688,O031493,17977
R002689,O031509,28013
R002690,O031510,31685
R002691,O031518,1894
R002692,O031519,9584
R002693,O031520,18992
R002694,O031540,12101
R002695,O031553,6447
R002696,O031561,22994
R002697,O031563,30633
R002698,O031565,13215
R002699,O031567,38052
R002700,O031570,18240
R002701,O031577,27262
R002702,O031603,26113
R002703,O031612,55295
R002704,O031626,35393
R002705,O031630,1816
R002706,O031633,8209
R002707,O031638,27511
R002708,O031655,32024
R002709,O031657,14089
R002710,O031662,35219
R002711,O031677,2363
R002712,O031701,36308
R002713,O031755,14567
R002714,O031757,21704
R002715,O031759,4411
R002716,O031762,27610
R002717,O031764,4903
R002718,O031790,26547
R002719,O031814,39196
R002720,O031833,20309
R002721,O031854,62739
R002722,O031856,16606
R002723,O031898,2059
R002724,O031900,65579
R002725,O031912,7307
R002726,O031914,19236
R002727,O031926,36848
R002728,O031929,13426
R002729,O031932,17143
R002730,O031940,2027
R002731,O031951,4273
R002732,O031953,43553
R002733,O031955,17884
R002734,O031958,19817
R002735,O031960,9671
R002736,O031962,5054
R002737,O031967,7114
R002738,O031969,10077
R002739,O031975,53856
R002740,O032032,14011
R002741,O032043,45298
R002742,O032058,4899
R002743,O032064,2270
R002744,O032075,36148
R002745,O032077,10499
R002746,O032101,7812
R002747,O032106,13687
R002748,O032108,3931
R002749,O032130,23290
R002750,O032148,19549
R002751,O032159,3686
R002752,O032165,34600
R002753,O032202,6994
R002754,O032215,20304
R002755,O032218,3574
R002756,O032224,10914
R002757,O032239,6785
R002758,O032242,10282
R002759,O032280,14934
R002760,O032298,35698
R002761,O032307,38685
R002762,O032313,52389
R002763,O032325,90161
R002764,O032329,2128
R002765,O032336,22268
R002766,O032349,13849
R002767,O032388,4087
R002768,O032395,13915
R002769,O032405,16743
R002770,O032407,19176
R002771,O032440,15670
R002772,O032446,18719
R002773,O032450,3502
R002774,O032451,52026
R002775,O032456,16092
R002776,O032463,8419
R002777,O032464,1777
R002778,O032465,16354
R002779,O032498,27716
R002780,O032520,11174
R002781,O032521,18194
R002782,O032534,23216
R002783,O032548,1084
R002784,O032555,4526
R002785,O032566,3451
R002786,O032577,21469
R002787,O032583,16244
R002788,O032589,22012
R002789,O032595,39540
R002790,O032599,30341
R002791,O032600,17924
R002792,O032613,33125
R002793,O032626,36388
R002794,O032628,8425
R002795,O032633,8852
R002796,O032639,69782
R002797,O032647,7444
R002798,O032681,9367
R002799,O032692,6174
R002800,O032697,42637
R002801,O032703,9928
R002802,O032706,79378
R002803,O032720,21645
R002804,O032725,6675
R002805,O032736,16517
R002806,O032752,15473
R002807,O032760,12210
R002808,O032762,15643
R002809,O032790,4059
R002810,O032793,21236
R002811,O032794,38076
R002812,O032833,10235
R002813,O032855,10191
R002814,O032869,21032
R002815,O032870,12092
R002816,O032873,26220
R002817,O032886,2766
R002818,O032892,5979
R002819,O032924,13375
R002820,O032930,15764
R002821,O032954,10217
R002822,O032963,30688
R002823,O032979,38368
R002824,O033039,33630
R002825,O033053,44800
R002826,O033062,42483
R002827,O033066,3447
R002828,O033079,69231
R002829,O033105,24420
R002830,O033119,12513
R002831,O033127,735
R002832,O033147,17693
R002833,O033151,40813
R002834,O033160,19368
R002835,O033162,22402
R002836,O033163,10160
R002837,O033186,33380
R002838,O033205,60671
R002839,O033229,48234
R002840,O033267,8265
R002841,O033271,2965
R002842,O033276,2756
R002843,O033311,48687
R002844,O033320,10528
R002845,O033329,18225
R002846,O033351,12454
R002847,O033354,42488
R002848,O033358,84379
R002849,O033367,28731
R002850,O033370,11793
R002851,O033374,7702
R002852,O033376,31074
R002853,O033379,7722
R002854,O033394,41016
R002855,O033415,12130
R002856,O033429,14800
R002857,O033441,61436
R002858,O033444,60693
R002859,O033447,54681
R002860,O033476,74555
R002861,O033488,9751
R002862,O033494,20994
R002863,O033504,7798
R002864,O033529,7759
R002865,O033550,1992
R002866,O033555,6828
R002867,O033558,14104
R002868,O033571,14674
R002869,O033574,45623
R002870,O033581,23245
R002871,O033588,11715
R002872,O033589,44420
R002873,O033596,11672
R002874,O033600,20532
R002875,O033624,12952
R002876,O033641,31338
R002877,O033680,1633
R002878,O033681,13424
R002879,O033682,13671
R002880,O033711,16388
R002881,O033717,66279
R002882,O033727,3825
R002883,O033738,20838
R002884,O033741,24818
R002885,O033753,31961
R002886,O033759,11937
R002887,O033762,4221
R002888,O033779,14838
R002889,O033785,19519
R002890,O033791,70768
R002891,O033803,6225
R002892,O033806,43172
R002893,O033809,18431
R002894,O033817,3993
R002895,O033819,6345
R002896,O033834,17063
R002897,O033841,3488
R002898,O033863,14719
R002899,O033884,14799
R002900,O033915,34925
R002901,O033922,7773
R002902,O033935,29874
R002903,O033938,20712
R002904,O033940,31745
R002905,O033947,14675
R002906,O033952,15850
R002907,O033957,42601
R002908,O033970,26235
R002909,O033979,15462
R002910,O033981,38461
R002911,O033991,4797
R002912,O033999,17316
R002913,O034000,67725
R002914,O034003,29018
R002915,O034007,21346
R002916,O034011,2534
R002917,O034012,29850
R002918,O034018,11623
R002919,O034029,30963
R002920,O034046,24684
R002921,O034070,9759
R002922,O034086,29963
R002923,O034101,64305
R002924,O034113,10491
R002925,O034115,5711
R002926,O034131,9153
R002927,O034162,15018
R002928,O034176,74173
R002929,O034178,808
R002930,O034179,1799
R002931,O034186,2872
R002932,O034193,14340
R002933,O034199,28725
R002934,O034200,15919
R002935,O034209,6952
R002936,O034223,20197
R002937,O034236,31070
R002938,O034246,14133
R002939,O034255,34261
R002940,O034278,9639
R002941,O034306,28139
R002942,O034325,17564
R002943,O034334,10815
R002944,O034337,6180
R002945,O034338,14796
R002946,O034384,12864
R002947,O034399,9050
R002948,O034407,21652
R002949,O034413,38091
R002950,O034430,11906
R002951,O034434,7173
R002952,O034441,5717
R002953,O034473,12903
R002954,O034474,2971
R002955,O034483,37389
R002956,O034484,21386
R002957,O034486,5122
R002958,O034489,69489
R002959,O034501,36857
R002960,O034503,13299
R002961,O034547,19022
R002962,O034556,84716
R002963,O034575,19985
R002964,O034585,22573
R002965,O034591,11273
R002966,O034599,1496
R002967,O034617,26973
R002968,O034618,14680
R002969,O034621,19493
R002970,O034628,2963
R002971,O034650,20087
R002972,O034660,27150
R002973,O034676,54507
R002974,O034690,10009
R002975,O034707,21323
R002976,O034708,11744
R002977,O034731,11050
R002978,O034736,10048
R002979,O034744,9298
R002980,O034747,7754
R002981,O034748,32107
R002982,O034776,17722
R002983,O034779,20325
R002984,O034792,67845
R002985,O034819,6511
R002986,O034835,6484
R002987,O034848,13770
R002988,O034849,65610
R002989,O034861,82097
R002990,O034886,38051
R002991,O034888,8820
R002992,O034889,20446
R002993,O034897,32246
R002994,O034910,9164
R002995,O034920,8984
R002996,O034928,4460
R002997,O034958,21487
R002998,O034961,40362
R002999,O034979,23846
R003000,O034991,18119
R003001,O035040,14433
R003002,O035045,11062
R003003,O035073,7053
R003004,O035086,21363
R003005,O035092,17104
R003006,O035098,12725
R003007,O035099,947
R003008,O035128,4089
R003009,O035178,1683
R003010,O035217,20389
R003011,O035227,64626
R003012,O035238,14674
R003013,O035249,40823
R003014,O035256,1739
R003015,O035264,2858
R003016,O035273,16091
R003017,O035286,14581
R003018,O035289,88084
R003019,O035301,7367
R003020,O035312,36699
R003021,O035313,11902
R003022,O035324,30864
R003023,O035328,18615
R003024,O035331,64290
R003025,O035334,11464
R003026,O035346,45762
R003027,O035351,77217
R003028,O035371,9863
R003029,O035406,39102
R003030,O035411,3311
R003031,O035429,18198
R003032,O035430,4600
R003033,O035463,10620
R003034,O035487,6368
R003035,O035497,18509
R003036,O035513,28651
R003037,O035518,6912
R003038,O035552,44273
R003039,O035593,28789
R003040,O035633,5045
R003041,O035637,2249
R003042,O035659,14533
R003043,O035661,17496
R003044,O035666,4307
R003045,O035670,23239
R003046,O035698,20970
R003047,O035710,64154
R003048,O035726,38008
R003049,O035730,7410
R003050,O035738,20110
R003051,O035763,14251
R003052,O035789,20479
R003053,O035793,9703
R003054,O035797,17211
R003055,O035813,2998
R003056,O035814,33018
R003057,O035827,24868
R003058,O035828,21129
R003059,O035831,17366
R003060,O035848,20058
R003061,O035869,36762
R003062,O035873,18823
R003063,O035915,30253
R003064,O035924,41073
R003065,O035929,1091
R003066,O035930,16282
R003067,O035932,67730
R003068,O035947,16862
R003069,O035954,60151
R003070,O035958,32466
R003071,O035959,4108
R003072,O035962,5615
R003073,O035970,8511
R003074,O035974,52418
R003075,O035986,37424
R003076,O036017,12653
R003077,O036026,26019
R003078,O036031,70687
R003079,O036042,19758
R003080,O036055,13555
R003081,O036061,12534
R003082,O036066,20036
R003083,O036067,35565
R003084,O036105,42236
R003085,O036116,37653
R003086,O036124,17652
R003087,O036142,48364
R003088,O036152,18399
R003089,O036206,80202
R003090,O036238,78266
R003091,O036299,20201
R003092,O036309,10501
R003093,O036315,18626
R003094,O036326,27621
R003095,O036366,17586
R003096,O036372,39861
R003097,O036376,17784
R003098,O036402,19442
R003099,O036405,40124
R003100,O036417,2407
R003101,O036440,45089
R003102,O036441,16085
R003103,O036443,27654
R003104,O036449,12485
R003105,O036465,6852
R003106,O036470,14047
R003107,O036473,7307
R003108,O036507,37294
R003109,O036513,13026
R003110,O036517,20077
R003111,O036519,29939
R003112,O036520,14294
R003113,O036523,16375
R003114,O036551,47339
R003115,O036559,90808
R003116,O036570,12169
R003117,O036588,3084
R003118,O036589,69268
R003119,O036595,17135
R003120,O036606,14341
R003121,O036611,16402
R003122,O036621,45379
R003123,O036634,22245
R003124,O036635,81044
R003125,O036636,10883
R003126,O036640,64844
R003127,O036648,27840
R003128,O036656,31705
R003129,O036658,5749
R003130,O036662,3949
R003131,O036687,9097
R003132,O036704,19859
R003133,O036732,49152
R003134,O036746,26474
R003135,O036749,78189
R003136,O036754,18358
R003137,O036756,31845
R003138,O036793,34702
R003139,O036801,10124
R003140,O036815,3025
R003141,O036820,22625
R003142,O036848,56120
R003143,O036851,3087
R003144,O036853,12519
R003145,O036888,7524
R003146,O036955,2910
R003147,O036977,20376
R003148,O036983,14899
R003149,O036999,87938
R003150,O037000,17276
R003151,O037008,8195
R003152,O037009,37317
R003153,O037028,15141
R003154,O037052,6752
R003155,O037070,35635
R003156,O037072,17994
R003157,O037086,3545
R003158,O037120,6377
R003159,O037125,18132
R003160,O037148,13242
R003161,O037166,787
R003162,O037173,12729
R003163,O037195,24995
R003164,O037198,30585
R003165,O037206,23109
R003166,O037209,22469
R003167,O037214,41106
R003168,O037227,1107
R003169,O037229,58326
R003170,O037235,17970
R003171,O037254,39472
R003172,O037256,18488
R003173,O037275,8242
R003174,O037277,27097
R003175,O037289,6133
R003176,O037316,28776
R003177,O037317,4561
R003178,O037321,61905
R003179,O037328,12014
R003180,O037335,11071
R003181,O037351,31727
R003182,O037357,36173
R003183,O037365,11074
R003184,O037367,8727
R003185,O037377,22986
R003186,O037398,53079
R003187,O037421,56452
R003188,O037423,8294
R003189,O037445,41105
R003190,O037447,3004
R003191,O037474,6899
R003192,O037477,37797
R003193,O037485,4121
R003194,O037496,38654
R003195,O037522,5108
R003196,O037536,3206
R003197,O037550,13400
R003198,O037561,12770
R003199,O037566,17494
R003200,O037568,13900
R003201,O037588,17918
R003202,O037597,17197
R003203,O037612,12788
R003204,O037613,16030
R003205,O037621,15957
R003206,O037671,10516
R003207,O037684,25106
R003208,O037689,78464
R003209,O037696,5676
R003210,O037709,6380
R003211,O037714,29069
R003212,O037716,53181
R003213,O037718,8232
R003214,O037742,21333
R003215,O037767,2970
R003216,O037768,12125
R003217,O037782,1651
R003218,O037789,37636
R003219,O037790,52142
R003220,O037792,35252
R003221,O037823,20565
R003222,O037827,33242
R003223,O037837,13753
R003224,O037873,11126
R003225,O037876,62169
R003226,O037881,30186
R003227,O037920,14216
R003228,O037934,44479
R003229,O037937,72462
R003230,O037955,57451
R003231,O037982,20288
R003232,O037998,77299
R003233,O038018,12268
R003234,O038027,6048
R003235,O038046,24404
R003236,O038063,16431
R003237,O038073,68181
R003238,O038096,9806
R003239,O038103,14261
R003240,O038130,79728
R003241,O038149,77750
R003242,O038157,19257
R003243,O038182,35831
R003244,O038198,13406
R003245,O038207,8511
R003246,O038219,13316
R003247,O038243,3923
R003248,O038266,4857
R003249,O038272,24784
R003250,O038291,23239
R003251,O038302,51925
R003252,O038310,4132
R003253,O038329,29033
R003254,O038330,7254
R003255,O038334,63712
R003256,O038360,30211
R003257,O038389,24178
R003258,O038391,20171
R003259,O038411,18125
R003260,O038432,20012
R003261,O038444,8249
R003262,O038446,55238
R003263,O038453,77196
R003264,O038479,10011
R003265,O038480,36516
R003266,O038484,55251
R003267,O038515,4309
R003268,O038534,13918
R003269,O038544,49946
R003270,O038557,21781
R003271,O038577,6768
R003272,O038583,26623
R003273,O038596,21315
R003274,O038598,5487
R003275,O038604,18850
R003276,O038607,32596
R003277,O038626,9265
R003278,O038635,32694
R003279,O038650,28318
R003280,O038659,16515
R003281,O038671,65755
R003282,O038703,77394
R003283,O038718,5856
R003284,O038748,39813
R003285,O038753,14419
R003286,O038756,69005
R003287,O038770,6574
R003288,O038814,36441
R003289,O038819,21046
R003290,O038825,9479
R003291,O038827,49196
R003292,O038834,20812
R003293,O038851,19417
R003294,O038867,56280
R003295,O038879,83237
R003296,O038901,5875
R003297,O038911,88735
R003298,O038923,37789
R003299,O038926,14033
R003300,O038943,35902
R003301,O038944,5086
R003302,O038945,16983
R003303,O038973,12537
R003304,O038977,9804
R003305,O038978,50574
R003306,O038985,15916
R003307,O038991,34629
R003308,O039006,18989
R003309,O039011,42086
R003310,O039019,20286
R003311,O039040,10007
R003312,O039042,22973
R003313,O039059,54499
R003314,O039085,52965
R003315,O039109,39629
R003316,O039117,29318
R003317,O039130,62099
R003318,O039158,82982
R003319,O039165,89063
R003320,O039168,34689
R003321,O039177,17658
R003322,O039183,35673
R003323,O039186,9652
R003324,O039206,46572
R003325,O039223,21808
R003326,O039228,73375
R003327,O039249,13080
R003328,O039266,7955
R003329,O039285,15307
R003330,O039302,38907
R003331,O039307,9647
R003332,O039318,19807
R003333,O039321,9674
R003334,O039390,3396
R003335,O039444,1338
R003336,O039448,45459
R003337,O039475,20134
R003338,O039481,1799
R003339,O039506,61981
R003340,O039508,19119
R003341,O039511,5209
R003342,O039554,51829
R003343,O039569,1411
R003344,O039574,8425
R003345,O039576,30691
R003346,O039580,5819
R003347,O039581,71104
R003348,O039582,66943
R003349,O039602,13619
R003350,O039615,10815
R003351,O039641,38404
R003352,O039671,4880
R003353,O039683,77026
R003354,O039700,6063
R003355,O039709,9940
R003356,O039726,20216
R003357,O039734,26057
R003358,O039737,47742
R003359,O039746,16812
R003360,O039759,30021
R003361,O039762,6845
R003362,O039793,17169
R003363,O039797,3169
R003364,O039798,33178
R003365,O039808,8085
R003366,O039816,2801
R003367,O039824,13971
R003368,O039849,7152
R003369,O039850,82350
R003370,O039852,32551
R003371,O039870,64743
R003372,O039874,31125
R003373,O039890,82834
R003374,O039915,11478
R003375,O039922,20623
R003376,O039927,5613
R003377,O039932,68493
R003378,O039938,19850
R003379,O039950,6442
R003380,O039981,18695
R003381,O039983,55523
R003382,O039987,46587
R003383,O040029,52413
R003384,O040034,54750
R003385,O040037,30947
R003386,O040038,19026
R003387,O040040,15915
R003388,O040070,9854
R003389,O040083,18161
R003390,O040089,66282
R003391,O040090,8441
R003392,O040092,15773
R003393,O040098,3477
R003394,O040108,77427
R003395,O040125,14445
R003396,O040137,3383
R003397,O040168,17821
R003398,O040174,66998
R003399,O040175,9093
R003400,O040184,7508
R003401,O040198,40861
R003402,O040204,18233
R003403,O040224,11964
R003404,O040228,5992
R003405,O040232,20756
R003406,O040244,6784
R003407,O040255,32915
R003408,O040258,5902
R003409,O040262,12919
R003410,O040272,14441
R003411,O040276,39687
R003412,O040277,62304
R003413,O040283,16945
R003414,O040284,15954
R003415,O040305,21434
R003416,O040311,2351
R003417,O040333,7830
R003418,O040340,82678
R003419,O040382,81996
R003420,O040388,10926
R003421,O040391,15409
R003422,O040399,44412
R003423,O040407,31026
R003424,O040419,25230
R003425,O040421,58266
R003426,O040422,11622
R003427,O040446,18922
R003428,O040453,6706
R003429,O040473,37312
R003430,O040495,15088
R003431,O040510,16731
R003432,O040557,10387
R003433,O040563,11537
R003434,O040569,20501
R003435,O040570,5267
R003436,O040573,13026
R003437,O040576,8820
R003438,O040577,11014
R003439,O040582,9546
R003440,O040593,2879
R003441,O040596,27228
R003442,O040617,78773
R003443,O040678,69784
R003444,O040712,15018
R003445,O040729,17114
R003446,O040748,20017
R003447,O040754,4587
R003448,O040765,37527
R003449,O040779,12824
R003450,O040788,6444
R003451,O040789,1351
R003452,O040803,41294
R003453,O040809,6855
R003454,O040819,36201
R003455,O040822,5092
R003456,O040827,20120
R003457,O040830,21963
R003458,O040831,12289
R003459,O040836,28252
R003460,O040837,48039
R003461,O040859,74250
R003462,O040862,7477
R003463,O040864,6840
R003464,O040880,13578
R003465,O040907,18123
R003466,O040912,9369
R003467,O040941,41955
R003468,O040976,2782
R003469,O040981,34841
R003470,O040983,13854
R003471,O040998,67193
R003472,O041009,43844
R003473,O041024,42956
R003474,O041028,20668
R003475,O041032,21232
R003476,O041037,8329
R003477,O041043,42224
R003478,O041047,6926
R003479,O041053,5102
R003480,O041070,16168
R003481,O041076,91112
R003482,O041080,60986
R003483,O041082,19611
R003484,O041089,14162
R003485,O041121,11235
R003486,O041122,9881
R003487,O041128,81345
R003488,O041130,54172
R003489,O041147,4636
R003490,O041150,15056
R003491,O041158,3154
R003492,O041174,31468
R003493,O041176,5406
R003494,O041179,3983
R003495,O041185,29580
R003496,O041219,27971
R003497,O041240,14188
R003498,O041259,3808
R003499,O041275,2377
R003500,O041302,4239
R003501,O041326,34443
R003502,O041339,39095
R003503,O041347,83039
R003504,O041358,7482
R003505,O041366,8979
R003506,O041370,78661
R003507,O041390,52231
R003508,O041391,16321
R003509,O041392,2750
R003510,O041402,15827
R003511,O041421,40093
R003512,O041440,80875
R003513,O041444,13207
R003514,O041453,74883
R003515,O041454,17475
R003516,O041461,14770
R003517,O041476,87039
R003518,O041501,10368
R003519,O041506,37086
R003520,O041532,80855
R003521,O041535,17595
R003522,O041551,29351
R003523,O041554,13210
R003524,O041564,9154
R003525,O041587,16293
R003526,O041589,81817
R003527,O041612,12892
R003528,O041628,42762
R003529,O041641,70177
R003530,O041646,64771
R003531,O041654,40366
R003532,O041669,33629
R003533,O041681,13009
R003534,O041688,18504
R003535,O041698,1447
R003536,O041710,43969
R003537,O041716,4815
R003538,O041731,21342
R003539,O041750,17115
R003540,O041756,14300
R003541,O041759,6969
R003542,O041762,16073
R003543,O041797,15932
R003544,O041798,21354
R003545,O041813,14992
R003546,O041815,23301
R003547,O041817,14048
R003548,O041821,27457
R003549,O041833,43258
R003550,O041854,38158
R003551,O041858,12839
R003552,O041860,4816
R003553,O041869,4090
R003554,O041887,80577
R003555,O041902,32280
R003556,O041910,15750
R003557,O041928,20834
R003558,O041958,25050
R003559,O041983,17974
R003560,O042000,833
R003561,O042021,44382
R003562,O042046,34215
R003563,O042054,5860
R003564,O042057,71195
R003565,O042064,34878
R003566,O042079,44780
R003567,O042080,14273
R003568,O042092,14453
R003569,O042097,22990
R003570,O042102,58266
R003571,O042105,33977
R003572,O042110,23579
R003573,O042123,17576
R003574,O042141,740
R003575,O042145,20895
R003576,O042146,4783
R003577,O042152,81801
R003578,O042154,2803
R003579,O042160,25312
R003580,O042174,20967
R003581,O042198,37889
R003582,O042200,74911
R003583,O042201,80829
R003584,O042206,4178
R003585,O042226,15397
R003586,O042241,56382
R003587,O042251,27265
R003588,O042272,6551
R003589,O042276,35148
R003590,O042282,51929
R003591,O042310,9887
R003592,O042319,42418
R003593,O042332,15650
R003594,O042341,17545
R003595,O042355,52296
R003596,O042366,63880
R003597,O042381,2740
R003598,O042389,3567
R003599,O042405,37973
R003600,O042422,16540
R003601,O042432,80731
R003602,O042447,92057
R003603,O042467,42352
R003604,O042478,11088
R003605,O042503,18670
R003606,O042506,22446
R003607,O042507,13135
R003608,O042521,37640
R003609,O042539,14639
R003610,O042596,19079
R003611,O042601,55099
R003612,O042612,5824
R003613,O042615,5016
R003614,O042624,40805
R003615,O042638,18299
R003616,O042655,23529
R003617,O042656,50880
R003618,O042666,23851
R003619,O042704,85720
R003620,O042719,14793
R003621,O042742,17112
R003622,O042745,37504
R003623,O042749,11617
R003624,O042751,5243
R003625,O042792,10120
R003626,O042796,5880
R003627,O042802,11492
R003628,O042828,44803
R003629,O042832,70852
R003630,O042878,79292
R003631,O042883,13470
R003632,O042887,21235
R003633,O042926,10400
R003634,O042929,2349
R003635,O042940,27695
R003636,O042951,22733
R003637,O042964,28632
R003638,O042977,79470
R003639,O043037,8553
R003640,O043045,11987
R003641,O043046,9444
R003642,O043047,13975
R003643,O043074,2575
R003644,O043094,15762
R003645,O043096,19311
R003646,O043101,77628
R003647,O043103,5103
R003648,O043112,84202
R003649,O043141,8950
R003650,O043142,12487
R003651,O043147,2448
R003652,O043150,10663
R003653,O043155,75392
R003654,O043158,6515
R003655,O043159,83696
R003656,O043163,11156
R003657,O043183,12610
R003658,O043184,20250
R003659,O043203,29095
R003660,O043206,21264
R003661,O043213,17886
R003662,O043232,18875
R003663,O043246,10695
R003664,O043266,38290
R003665,O043275,45809
R003666,O043282,1896
R003667,O043284,11984
R003668,O043299,39862
R003669,O043301,845
R003670,O043302,30724
R003671,O043303,5137
R003672,O043312,22006
R003673,O043329,11073
R003674,O043337,18985
R003675,O043345,27912
R003676,O043350,16816
R003677,O043353,21365
R003678,O043356,79486
R003679,O043359,22248
R003680,O043376,3559
R003681,O043385,10682
R003682,O043404,63161
R003683,O043423,34820
R003684,O043434,19069
R003685,O043444,47366
R003686,O043448,10787
R003687,O043453,71620
R003688,O043463,2795
R003689,O043470,6452
R003690,O043479,16064
R003691,O043496,79525
R003692,O043503,4240
R003693,O043529,3399
R003694,O043530,15239
R003695,O043533,81551
R003696,O043542,4412
R003697,O043543,22998
R003698,O043571,68527
R003699,O043597,10491
R003700,O043614,10793
R003701,O043619,986
R003702,O043631,21601
R003703,O043644,29994
R003704,O043653,899
R003705,O043664,1011
R003706,O043669,15949
R003707,O043671,12708
R003708,O043691,17154
R003709,O043711,2066
R003710,O043723,42080
R003711,O043741,14751
R003712,O043743,1517
R003713,O043745,21741
R003714,O043759,19055
R003715,O043768,18679
R003716,O043770,31380
R003717,O043782,14483
R003718,O043786,14844
R003719,O043787,9571
R003720,O043794,68320
R003721,O043822,73670
R003722,O043839,8187
R003723,O043845,32000
R003724,O043875,20525
R003725,O043888,18179
R003726,O043913,24169
R003727,O043952,28508
R003728,O043967,66195
R003729,O043970,28085
R003730,O043990,14911
R003731,O044003,19041
R003732,O044012,73113
R003733,O044044,12168
R003734,O044050,10488
R003735,O044062,30371
R003736,O044098,6511
R003737,O044104,7411
R003738,O044109,23189
R003739,O044111,34351
R003740,O044115,24408
R003741,O044124,43084
R003742,O044138,90653
R003743,O044142,12070
R003744,O044143,48755
R003745,O044146,27006
R003746,O044152,14137
R003747,O044161,49637
R003748,O044168,12451
R003749,O044170,14577
R003750,O044175,36507
R003751,O044177,60881
R003752,O044178,19612
R003753,O044186,16940
R003754,O044189,4325
R003755,O044193,8546
R003756,O044195,9385
R003757,O044203,12307
R003758,O044263,16869
R003759,O044265,32829
R003760,O044268,1838
R003761,O044271,36660
R003762,O044286,24993
R003763,O044294,16818
R003764,O044329,9580
R003765,O044331,4194
R003766,O044339,12570
R003767,O044342,42575
R003768,O044368,90165
R003769,O044378,54757
R003770,O044387,53009
R003771,O044398,2755
R003772,O044412,22158
R003773,O044420,21328
R003774,O044447,982
R003775,O044449,21315
R003776,O044478,45557
R003777,O044481,68381
R003778,O044483,4801
R003779,O044490,26225
R003780,O044503,30584
R003781,O044512,20734
R003782,O044525,37279
R003783,O044533,19866
R003784,O044555,17502
R003785,O044573,33958
R003786,O044578,10327
R003787,O044579,33094
R003788,O044586,14384
R003789,O044600,1162
R003790,O044656,12756
R003791,O044669,85754
R003792,O044673,15009
R003793,O044725,13403
R003794,O044726,18988
R003795,O044727,12399
R003796,O044743,30756
R003797,O044755,19820
R003798,O044762,32476
R003799,O044763,24990
R003800,O044766,12658
R003801,O044769,18379
R003802,O044771,15486
R003803,O044783,3274
R003804,O044795,14403
R003805,O044829,19266
R003806,O044832,23099
R003807,O044849,55172
R003808,O044851,82570
R003809,O044866,18295
R003810,O044879,14022
R003811,O044898,12191
R003812,O044910,55385
R003813,O044916,3205
