order_id,date,country,channel,status,gross_cents,discount_cents,cogs_cents,fulfilment_cents
O000726,2025-11-05,UAE,Search,paid,74983,5248,20223,2021
O046328,2025-08-02,UK,Search,paid,63165,2526,35777,1986
O025600,2025-11-20,Germany,Search,paid,56569,565,24081,1886
O006581,2025-11-07,Germany,Social,paid,67800,6780,31730,440
O011457,2025-08-29,Germany,Partners,paid,6075,668,3244,464
O045537,2025-08-14,UK,Partners,paid,15690,941,6194,1813
O014151,2025-07-25,US,Search,paid,61216,4897,31538,511
O001766,2025-08-28,UK,Search,paid,45358,1814,25255,1515
O044130,2025-09-23,Germany,Email,paid,7041,633,1986,811
O014635,2025-09-17,UAE,Partners,paid,86293,6903,27786,2064
O037322,2025-10-03,US,Search,paid,27081,1354,9518,1769
O013943,2025-08-04,Germany,Search,paid,85665,2569,37393,558
O003323,2025-09-09,Germany,Email,paid,39381,393,20663,2097
O035399,2025-07-05,UK,Search,paid,26422,1056,12175,524
O026889,2025-11-08,UK,Search,paid,12449,497,6334,2073
O028375,2025-09-06,UAE,Email,paid,36532,4749,15255,1613
O028253,2025-10-27,UK,Email,paid,10037,501,5721,1748
O011242,2025-12-10,UAE,Partners,paid,68473,3423,26670,1401
O038104,2025-12-31,Germany,Social,paid,56276,2251,32415,656
O002711,2025-10-15,UAE,Partners,paid,93309,1866,27432,523
O005716,2025-10-20,UAE,Search,paid,62952,9442,21939,1305
O049233,2025-08-31,UK,Search,paid,51214,512,24336,1690
O020527,2025-12-05,UAE,Email,paid,45483,5457,23215,975
O047564,2025-07-02,US,Social,cancelled,46251,5087,20993,405
O013543,2025-09-26,UK,Social,paid,38084,2665,11334,1190
O013979,2025-08-04,UK,Email,paid,23429,0,9840,1805
O045930,2025-12-15,UK,Social,paid,59990,4799,18764,1577
O033553,2025-12-06,UK,Social,paid,56516,6216,18108,1144
O032409,2025-07-21,UK,Search,pending,61550,3693,29507,1803
O010788,2025-09-14,UAE,Email,paid,4877,536,1389,1991
O017891,2025-12-09,Germany,Social,paid,44320,443,15795,1934
O038888,2025-09-02,UAE,Search,paid,68902,2756,23151,790
O028198,2025-09-07,US,Social,paid,71683,6451,33920,1779
O024975,2025-11-04,Germany,Social,paid,54269,6512,26743,884
O027879,2025-07-15,Germany,Search,paid,54612,0,31674,1654
O021841,2025-07-26,UAE,Email,paid,34487,3448,16140,1971
O026611,2025-08-12,UK,Search,paid,36461,364,15160,364
O049659,2025-10-10,US,Social,paid,11813,1417,4782,1582
O004338,2025-11-01,UK,Search,paid,39182,5877,11656,1575
O042815,2025-07-01,UAE,Social,paid,93181,4659,41605,1748
O046497,2025-08-04,US,Email,paid,40136,2809,11198,1863
O033207,2025-09-02,UAE,Search,paid,69040,5523,32393,418
O038826,2025-12-26,US,Social,pending,42805,3424,20084,381
O007117,2025-07-10,UK,Search,paid,48052,1922,24448,1374
O049152,2025-08-07,US,Search,paid,66626,5330,19614,1017
O022448,2025-11-18,UK,Social,paid,16176,2264,5843,903
O024106,2025-07-03,US,Social,paid,44769,3133,19985,1875
O049242,2025-08-19,US,Search,paid,33069,330,14732,1452
O045424,2025-08-06,Germany,Search,paid,78952,789,27357,1840
O000410,2025-12-09,UAE,Search,paid,34374,3781,10095,536
O045984,2025-09-27,UAE,Social,pending,65379,2615,28243,1707
O017262,2025-10-11,Germany,Search,cancelled,40308,5643,10399,1932
O046455,2025-11-17,UAE,Partners,paid,5256,315,2717,1530
O021367,2025-10-09,UK,Social,paid,49406,2964,26007,1757
O010404,2025-11-22,Germany,Social,paid,52085,6250,22000,584
O041092,2025-12-28,UK,Search,paid,18865,1697,9099,1862
O024589,2025-09-25,UAE,Partners,paid,51536,515,28061,1135
O007850,2025-09-06,US,Search,paid,21345,853,6147,792
O022675,2025-07-06,US,Search,paid,45551,455,13528,1620
O010123,2025-11-15,UK,Social,cancelled,37791,1511,20679,411
O026133,2025-08-07,UAE,Search,paid,58292,7577,16735,1895
O048139,2025-11-08,US,Social,paid,78027,0,27309,1366
O043764,2025-07-28,UAE,Social,paid,12507,1876,6378,1974
O023261,2025-07-16,US,Search,paid,75528,3021,26102,1708
O006977,2025-09-04,UAE,Search,paid,71621,3581,34700,1495
O043108,2025-09-18,UAE,Partners,paid,59728,4180,16108,1827
O018439,2025-11-23,US,Social,paid,31349,2821,15975,1012
O022025,2025-09-10,UK,Search,paid,29436,3826,14597,1336
O043079,2025-12-23,UAE,Partners,paid,87591,875,36420,519
O011155,2025-08-21,UAE,Partners,paid,75597,3779,20827,1642
O017704,2025-07-07,US,Partners,paid,49830,0,15447,1364
O038647,2025-12-24,Germany,Search,paid,63086,1261,19784,2046
O035808,2025-08-20,UK,Email,paid,38047,5707,16816,1334
O025480,2025-11-20,UAE,Social,paid,76613,6129,26783,1239
O025143,2025-10-10,UAE,Partners,paid,29772,1786,9795,481
O047726,2025-11-12,UK,Email,paid,80307,0,36138,2023
O032410,2025-09-17,Germany,Search,paid,71246,1424,21644,1160
O023522,2025-09-02,US,Partners,paid,33641,0,16147,1916
O016012,2025-11-22,UAE,Email,paid,14089,1690,3595,1846
O027254,2025-12-23,UAE,Search,paid,92482,8323,30297,459
O026870,2025-08-19,Germany,Partners,paid,59760,3585,16852,896
O044426,2025-08-26,UK,Social,paid,73435,8077,22221,658
O021908,2025-10-24,Germany,Social,paid,49259,6403,22713,529
O033722,2025-07-06,UK,Social,paid,49946,1997,16782,822
O027061,2025-12-20,Germany,Search,cancelled,39721,4766,11185,1875
O028610,2025-07-30,US,Social,paid,75539,6043,36137,1408
O049738,2025-11-10,US,Social,paid,57914,6370,19071,555
O039517,2025-09-02,UAE,Email,paid,44857,1345,19580,1893
O002548,2025-10-18,Germany,Partners,paid,31829,636,10293,1594
O013246,2025-08-03,Germany,Search,paid,52137,7299,25557,1011
O000719,2025-11-15,UK,Partners,cancelled,55578,7780,14817,1256
O017375,2025-07-06,UAE,Search,paid,18935,757,8725,1417
O040668,2025-07-04,UK,Social,paid,94717,3788,40008,1595
O038665,2025-10-01,Germany,Social,paid,72137,3606,32209,1313
O024009,2025-08-03,Germany,Search,paid,15223,1065,5521,1247
O019324,2025-12-16,UAE,Search,paid,64560,4519,27018,1471
O047644,2025-12-23,UAE,Social,paid,16727,1338,7386,813
O031022,2025-11-04,US,Search,paid,28889,2311,15681,1224
O021447,2025-11-28,US,Search,paid,88733,10647,37481,625
O046971,2025-12-14,US,Partners,paid,73794,8855,29222,878
O029590,2025-07-04,UK,Search,paid,13117,1574,4386,860
O027447,2025-09-30,Germany,Social,cancelled,4915,737,1754,437
O003026,2025-12-20,UK,Email,paid,12146,971,3240,791
O024015,2025-12-09,Germany,Search,paid,60663,5459,28706,404
O034577,2025-08-23,US,Partners,paid,90345,10841,43727,1994
O006913,2025-08-11,Germany,Email,paid,14836,1483,6409,1193
O030960,2025-09-14,Germany,Social,paid,9593,383,3776,1741
O008073,2025-07-15,UK,Social,paid,91587,0,42130,1452
O004498,2025-12-16,Germany,Partners,paid,19663,1179,10535,766
O036447,2025-12-25,UK,Social,paid,62327,5609,30060,929
O025131,2025-07-07,UK,Search,paid,26434,0,7930,1861
O034480,2025-09-18,UK,Email,paid,50136,5514,14279,1631
O031887,2025-07-04,US,Search,paid,5107,204,2255,1658
O009804,2025-08-24,US,Partners,paid,26919,807,11228,1636
O032518,2025-08-22,UK,Partners,paid,50223,1004,24609,1631
O014829,2025-12-22,UAE,Social,paid,20645,1238,9509,1168
O004827,2025-08-13,Germany,Social,paid,33355,5003,8789,1531
O027323,2025-11-23,UK,Social,paid,31470,1258,8459,2034
O022688,2025-12-13,US,Social,paid,15948,159,7894,1328
O032511,2025-10-20,UK,Social,paid,48541,4368,22969,534
O007969,2025-11-23,UK,Search,paid,72831,4369,30807,1103
O006124,2025-08-14,Germany,Email,paid,16732,1505,8831,1157
O010855,2025-09-04,UAE,Search,paid,44206,4420,15118,933
O045085,2025-10-27,US,Search,cancelled,30624,4287,11061,761
O015008,2025-10-24,UK,Email,pending,49260,4926,12413,643
O037834,2025-09-29,Germany,Search,paid,4104,82,1970,419
O021411,2025-07-09,US,Social,paid,77883,4672,32212,825
O026152,2025-11-24,Germany,Search,paid,57680,4614,29186,864
O034150,2025-11-07,UAE,Partners,paid,8646,172,4152,929
O016284,2025-09-06,US,Search,paid,34369,4467,11960,787
O022024,2025-10-07,US,Search,paid,38888,4277,10729,644
O012074,2025-11-07,UAE,Social,paid,75267,6774,22602,1587
O034029,2025-12-26,UAE,Partners,paid,36427,5464,14242,1907
O006891,2025-08-24,UK,Email,paid,49987,499,25238,2075
O002099,2025-09-22,UK,Search,paid,15778,1420,6604,660
O027624,2025-12-13,Germany,Social,paid,87165,11331,34883,1811
O045949,2025-10-11,UK,Social,paid,47080,6591,14980,1907
O004868,2025-10-16,UAE,Social,paid,30830,616,16013,1891
O015030,2025-07-02,Germany,Search,paid,79353,8728,19775,1011
O042070,2025-07-28,Germany,Search,paid,84472,5913,36137,2077
O000989,2025-11-29,US,Search,paid,3374,101,1931,788
O008113,2025-09-15,Germany,Partners,paid,27447,3842,12510,1873
O033974,2025-08-03,Germany,Search,paid,82451,8245,37845,1360
O021821,2025-08-01,Germany,Search,paid,3455,103,1474,982
O025610,2025-12-14,Germany,Email,paid,27626,2486,14832,965
O048298,2025-12-05,UK,Email,paid,41121,2467,11982,1099
O041916,2025-07-12,UK,Social,paid,66758,7343,23171,796
O019988,2025-07-31,US,Email,paid,82108,4926,34731,660
O030132,2025-09-03,UK,Email,paid,72297,1445,22672,1611
O019755,2025-07-31,UK,Email,cancelled,67134,1342,28948,1466
O002747,2025-07-31,UAE,Search,paid,86102,8610,32546,797
O005319,2025-11-28,Germany,Email,paid,69807,1396,32837,1772
O035791,2025-09-06,UK,Partners,paid,9492,1328,3918,1321
O042888,2025-09-12,UK,Partners,paid,44424,5330,19547,803
O008938,2025-10-08,UK,Email,paid,42091,5050,19631,1800
O034735,2025-12-27,UAE,Partners,paid,24734,1484,6742,808
O010766,2025-08-15,UAE,Social,paid,82131,9855,35415,2088
O031193,2025-08-07,US,Social,paid,89703,8970,22605,1064
O042528,2025-10-18,UAE,Social,cancelled,92500,2775,25123,779
O033953,2025-12-14,UAE,Social,paid,77717,7771,30776,1746
O017894,2025-07-20,UK,Email,paid,13714,1645,4224,718
O026042,2025-09-06,UAE,Search,paid,94524,8507,24944,1007
O045923,2025-10-23,US,Social,pending,87860,10543,21648,631
O014912,2025-09-28,UK,Search,paid,85538,5132,25729,1164
O040846,2025-08-07,Germany,Search,paid,27002,3510,11276,957
O007650,2025-09-09,US,Social,paid,14050,1967,6766,500
O008366,2025-07-05,Germany,Partners,paid,8293,580,3547,1513
O034213,2025-07-02,UK,Email,paid,91388,7311,42879,1522
O043239,2025-10-17,US,Email,paid,50995,5099,23406,874
O002952,2025-11-25,Germany,Search,paid,91017,7281,30144,1313
O002863,2025-11-05,Germany,Partners,cancelled,64790,3239,20927,1254
O016500,2025-10-21,Germany,Search,cancelled,61316,5518,31246,716
O028974,2025-09-17,Germany,Email,paid,82355,6588,22730,1971
O005584,2025-11-26,US,Search,paid,54076,4866,25097,1580
O046753,2025-07-03,Germany,Search,paid,52222,7311,14371,973
O029943,2025-08-26,US,Partners,paid,51577,6705,13461,2020
O023333,2025-11-05,Germany,Search,paid,79371,9524,20954,882
O039728,2025-09-28,Germany,Email,paid,62723,7526,27046,485
O033035,2025-09-30,UAE,Social,paid,71042,5683,22222,804
O038885,2025-10-19,Germany,Social,pending,9778,1368,3532,712
O023753,2025-09-02,US,Email,paid,68085,2723,33988,1314
O035429,2025-10-28,UAE,Social,paid,40440,4044,17106,1711
O015565,2025-09-24,US,Partners,paid,62421,5617,32378,1195
O036283,2025-11-10,US,Search,paid,7906,1106,2992,967
O041056,2025-09-29,US,Partners,cancelled,49864,7479,20344,1434
O040449,2025-08-25,UAE,Social,paid,48539,2426,26284,1765
O030911,2025-09-10,UK,Partners,paid,45770,1373,12875,1973
O036662,2025-11-28,UAE,Partners,paid,18367,2571,9161,831
O018958,2025-09-20,Germany,Social,paid,20446,2249,9826,392
O031816,2025-07-17,US,Email,paid,25733,2058,13731,1041
O006136,2025-09-23,UK,Social,paid,94319,3772,47084,1703
O049650,2025-10-03,US,Social,paid,68491,6849,27738,1540
O003494,2025-12-26,UAE,Social,paid,41646,416,11956,1204
O004191,2025-12-18,UAE,Partners,cancelled,87078,9578,22475,1838
O036846,2025-07-12,US,Email,paid,81862,0,36837,1620
O047224,2025-08-25,Germany,Search,paid,40582,3652,16249,1851
O036192,2025-10-27,UK,Social,paid,52520,5252,26942,1222
O014549,2025-08-21,UK,Search,paid,82170,4108,41372,1397
O015651,2025-07-09,US,Social,paid,20938,1884,5906,1597
O029538,2025-09-10,US,Social,paid,50581,1517,22569,2097
O033787,2025-10-13,Germany,Social,pending,86849,9553,28599,367
O011095,2025-07-08,US,Social,paid,36179,5426,9533,1255
O045043,2025-08-29,UK,Social,paid,22574,1805,11838,1192
O017579,2025-08-31,UK,Social,pending,22191,221,10765,2093
O009138,2025-07-28,UAE,Social,cancelled,42778,2994,19494,1453
O049029,2025-10-10,US,Search,paid,15956,2393,4611,1877
O001572,2025-09-16,US,Search,paid,19950,2394,5442,871
O045871,2025-08-19,UAE,Social,cancelled,63160,3158,33001,1071
O039696,2025-07-28,Germany,Social,paid,34593,0,19026,1054
O025257,2025-12-19,UAE,Search,paid,71992,9358,18163,975
O039638,2025-10-08,UK,Email,paid,81826,4909,38458,1863
O001733,2025-12-31,UK,Search,paid,16156,969,7897,1253
O045821,2025-07-09,UAE,Email,paid,13695,1506,7191,427
O003925,2025-10-17,US,Social,cancelled,85962,7736,33637,1769
O024551,2025-10-09,US,Social,paid,27040,1892,14082,1122
O007355,2025-08-10,UK,Search,paid,86462,3458,36521,2020
O039739,2025-12-08,Germany,Partners,paid,29028,3483,13794,1028
O016897,2025-10-15,Germany,Email,paid,14900,1043,6928,1080
O032814,2025-12-24,Germany,Partners,paid,49147,2948,25409,2047
O008127,2025-08-31,UK,Social,paid,4052,243,1599,1998
O020523,2025-10-15,UK,Partners,paid,64980,5848,22470,1210
O006482,2025-12-02,US,Search,paid,33308,3330,16188,1559
O005110,2025-10-06,UAE,Search,cancelled,42360,5083,19384,750
O035724,2025-08-21,US,Partners,paid,78063,3122,29226,596
O029699,2025-11-20,UK,Social,paid,94013,8461,28232,465
O004730,2025-10-29,Germany,Partners,paid,64348,7721,26048,1797
O044006,2025-09-02,US,Social,paid,80347,7231,22665,1724
O001680,2025-07-10,UAE,Email,paid,73840,5907,31928,485
O032313,2025-08-29,US,Social,paid,52918,529,15192,620
O047195,2025-10-26,Germany,Partners,paid,11086,1219,4736,435
O008194,2025-12-16,Germany,Email,paid,14429,865,5696,1210
O000759,2025-08-25,UAE,Social,paid,64421,644,21046,445
O031755,2025-11-24,UAE,Social,paid,29729,594,8740,1424
O018121,2025-10-06,US,Email,cancelled,34338,2403,15328,634
O013691,2025-07-27,UAE,Search,paid,6090,304,2835,1309
O045658,2025-08-21,UAE,Email,paid,59768,1793,25509,1293
O010414,2025-08-14,UK,Social,cancelled,75728,6815,32389,1185
O041331,2025-07-07,UAE,Partners,paid,90576,1811,38168,874
O038871,2025-08-13,US,Social,paid,20382,1019,6970,996
O016152,2025-07-25,UAE,Search,paid,11079,1329,4290,1719
O004701,2025-10-29,US,Social,paid,58875,7653,24586,1649
O014626,2025-08-05,UK,Email,paid,72796,2911,19567,1579
O000258,2025-07-13,UK,Email,paid,79866,7187,34885,1867
O003810,2025-10-05,US,Search,paid,41781,2506,18852,654
O032271,2025-11-06,UAE,Social,paid,40779,2854,11377,1015
O016367,2025-10-02,Germany,Social,paid,13349,133,6608,1234
O046675,2025-10-24,UAE,Email,paid,26233,1573,12330,550
O002420,2025-10-03,US,Search,paid,15697,156,8392,845
O029884,2025-07-08,Germany,Partners,paid,37578,2630,15377,1505
O015359,2025-09-10,US,Search,paid,73725,2949,36803,2025
O036554,2025-10-13,Germany,Search,paid,14105,564,4874,533
O010707,2025-07-03,US,Search,paid,15168,1365,8281,820
O043697,2025-07-14,UAE,Search,paid,40825,6123,15615,1956
O029997,2025-10-20,UAE,Social,paid,82370,5765,36770,828
O006937,2025-08-07,Germany,Search,paid,61779,3088,16433,2049
O032657,2025-07-26,UAE,Partners,paid,71858,718,34858,1422
O023455,2025-12-22,Germany,Search,paid,71558,7871,38212,1056
O009106,2025-09-01,UAE,Email,paid,83858,10901,32101,1469
O018096,2025-08-07,UAE,Search,paid,46906,7035,17543,756
O042509,2025-10-20,US,Partners,paid,92981,929,46946,2026
O032038,2025-12-04,UAE,Search,paid,70677,2120,32907,1606
O010326,2025-08-09,Germany,Email,paid,56833,2841,30775,439
O001947,2025-07-23,UK,Search,paid,20836,1875,9290,830
O035016,2025-09-23,Germany,Social,paid,16041,1283,5460,1643
O006294,2025-11-04,Germany,Search,cancelled,51727,3103,14100,1374
O049706,2025-09-30,UK,Social,paid,36472,5106,10664,1182
O019448,2025-12-10,UK,Search,paid,38526,5008,15753,928
O030248,2025-12-29,UAE,Search,paid,36168,723,18785,1612
O014582,2025-08-13,UAE,Email,paid,37022,1110,20110,1594
O022608,2025-11-02,Germany,Social,paid,19994,1199,6954,1341
O030503,2025-08-17,US,Search,paid,49199,7379,20491,1788
O010589,2025-11-23,Germany,Email,paid,83762,5025,39368,924
O046883,2025-09-04,UK,Email,paid,17543,1403,8554,847
O011116,2025-10-21,Germany,Search,pending,70207,5616,33587,420
O046000,2025-08-24,Germany,Partners,paid,45657,5935,22641,1355
O044653,2025-07-15,Germany,Search,paid,60018,600,34462,1892
O017318,2025-11-06,US,Partners,paid,29089,3781,7339,428
O037124,2025-10-09,UK,Search,paid,46858,2342,15135,1703
O025254,2025-09-18,US,Search,paid,59482,8922,18201,713
O017337,2025-11-14,Germany,Email,pending,64566,5810,21152,1060
O015252,2025-07-25,Germany,Social,paid,36875,2950,11534,1544
O016071,2025-07-18,US,Social,paid,46088,0,15209,1813
O042935,2025-10-19,Germany,Social,paid,39792,5968,12176,1318
O034101,2025-12-19,Germany,Partners,paid,66984,2679,34724,653
O040334,2025-09-29,US,Social,paid,87991,10558,37942,833
O034010,2025-10-05,US,Social,paid,41198,2471,15878,445
O017222,2025-12-03,UK,Partners,paid,43227,6051,14126,1505
O021751,2025-10-06,US,Search,paid,88524,4426,48776,2039
O006840,2025-11-03,Germany,Social,paid,53399,4271,16703,1245
O041021,2025-07-13,US,Email,paid,63697,7643,27466,1927
O016827,2025-09-23,US,Search,paid,36466,3646,16410,2026
O035072,2025-07-06,Germany,Search,paid,38268,1913,12360,1748
O026911,2025-07-29,Germany,Email,paid,60042,1801,33779,1766
O046656,2025-11-23,UK,Email,paid,83221,1664,41594,1874
O004496,2025-10-08,Germany,Partners,paid,6429,64,2418,1241
O015330,2025-10-31,UAE,Email,paid,56037,5043,18867,977
O007321,2025-10-18,Germany,Email,paid,77132,4627,33352,1581
O002860,2025-10-05,UAE,Social,paid,32098,4493,11042,594
O006210,2025-07-30,US,Search,paid,52047,4684,22734,1545
O024768,2025-12-14,UAE,Partners,cancelled,18966,1706,9493,812
O001936,2025-07-27,UAE,Partners,paid,54366,543,18299,1416
O038124,2025-09-14,US,Social,paid,43324,3899,20895,1752
O027295,2025-12-02,US,Email,paid,91747,4587,40093,1372
O027170,2025-09-16,Germany,Search,pending,64351,1930,28713,1870
O008048,2025-12-15,UAE,Social,paid,74607,10444,33364,904
O020760,2025-12-16,US,Email,paid,3246,64,1081,398
O023689,2025-07-18,US,Search,paid,53941,1618,20405,1868
O003627,2025-07-26,Germany,Search,paid,63078,9461,27344,2037
O010387,2025-09-01,Germany,Partners,paid,26763,267,7418,1272
O029859,2025-07-21,UAE,Partners,paid,40206,3618,18659,1547
O012490,2025-08-31,UAE,Social,paid,21148,0,8670,393
O043914,2025-12-01,UAE,Social,cancelled,64790,1295,19048,1471
O032968,2025-12-07,UAE,Partners,paid,9311,465,3626,758
O016342,2025-07-10,Germany,Partners,paid,25846,1033,13895,1209
O009667,2025-09-21,US,Search,paid,63237,5691,34527,1602
O021084,2025-12-07,US,Email,paid,77212,3088,39285,876
O025191,2025-07-02,US,Search,paid,65168,651,27742,1714
O013173,2025-08-02,UAE,Search,paid,90520,3620,28677,1222
O012878,2025-11-01,UAE,Email,paid,57943,5214,29000,1279
O046099,2025-08-17,Germany,Social,paid,85169,2555,45437,1902
O046999,2025-09-08,US,Social,paid,40314,4031,21406,1364
O031609,2025-09-21,UAE,Social,paid,68649,686,20388,869
O047891,2025-09-25,UK,Email,paid,70904,8508,34941,1191
O019318,2025-10-09,Germany,Partners,paid,64937,4545,22345,1194
O005047,2025-10-20,UAE,Social,paid,21603,1296,9950,1011
O020602,2025-09-23,UK,Search,paid,75841,5308,28213,1733
O027499,2025-08-29,UK,Email,paid,44885,4488,19390,826
O026929,2025-08-27,UK,Partners,paid,55839,5025,23374,1821
O026187,2025-09-27,UAE,Search,paid,62175,4974,30316,1116
O036326,2025-08-22,US,Social,paid,55800,558,25963,487
O037520,2025-12-13,UAE,Search,cancelled,44577,1783,21397,2075
O024439,2025-12-24,US,Social,paid,33345,2667,9510,1199
O005837,2025-07-28,UAE,Social,paid,94428,8498,24919,1814
O010578,2025-09-27,UK,Search,paid,76396,1527,39680,1887
O038660,2025-12-22,UAE,Email,paid,22746,3184,5477,1623
O038821,2025-07-10,Germany,Social,paid,13953,837,7344,793
O001042,2025-09-29,UAE,Social,paid,34309,343,20039,991
O046720,2025-10-26,UAE,Email,paid,17938,1255,5839,1706
O043701,2025-09-23,Germany,Social,paid,74988,749,29695,366
O007543,2025-08-10,US,Search,paid,88144,7932,28876,482
O043965,2025-10-01,US,Social,paid,26246,1574,13816,1437
O021985,2025-09-26,Germany,Search,paid,8619,1206,3780,838
O032307,2025-08-09,UK,Email,paid,84098,6727,22437,1086
O006975,2025-10-09,UK,Partners,paid,89534,1790,52646,1214
O031548,2025-12-15,US,Search,paid,61614,3696,33013,465
O030563,2025-08-05,Germany,Email,paid,45941,1837,23375,962
O041185,2025-12-16,UK,Search,paid,60367,1207,29580,1071
O021035,2025-12-15,Germany,Search,paid,75285,11292,23037,1374
O012642,2025-09-16,US,Search,paid,92565,2776,53873,1374
O039356,2025-09-29,Germany,Email,cancelled,32476,649,13049,519
O016942,2025-11-01,UK,Email,paid,14709,1176,5007,692
O031381,2025-12-17,UK,Search,paid,15464,1237,5406,1053
O033555,2025-12-05,UAE,Social,paid,7263,435,3209,2040
O009041,2025-11-11,UAE,Social,cancelled,82839,9112,21380,1643
O003174,2025-08-13,Germany,Email,paid,63662,6366,30366,572
O025165,2025-10-19,Germany,Email,paid,5886,765,2765,498
O037409,2025-12-14,UK,Search,paid,40975,5736,21143,547
O023817,2025-08-05,UAE,Search,paid,50037,6504,13930,784
O020506,2025-09-17,US,Partners,paid,92078,13811,28958,522
O024776,2025-07-12,UAE,Partners,paid,45810,3664,17279,1341
O010653,2025-08-18,US,Search,paid,49280,4928,23063,1888
O028995,2025-11-22,Germany,Social,paid,10190,713,5401,1440
O035418,2025-09-16,UK,Social,paid,55388,0,26032,1667
O002332,2025-10-12,UAE,Search,paid,87574,6130,31763,518
O014006,2025-11-27,Germany,Email,paid,66442,7973,33912,597
O003770,2025-07-06,Germany,Email,cancelled,65605,3936,26517,658
O049436,2025-07-07,UK,Partners,paid,49429,7414,20587,1171
O020392,2025-08-28,UK,Search,paid,74024,10363,24191,1450
O030287,2025-10-31,Germany,Partners,paid,6904,69,2665,746
O003917,2025-11-14,UAE,Search,paid,40360,6054,14065,1282
O046031,2025-07-15,Germany,Search,paid,18851,2450,9840,597
O012945,2025-11-01,UK,Social,paid,35385,1061,12699,540
O032070,2025-11-10,US,Search,paid,46300,2778,16103,1918
O031753,2025-10-11,UAE,Email,paid,90940,5456,47016,1303
O034334,2025-08-08,UAE,Partners,paid,24304,2673,10815,634
O034242,2025-07-01,US,Partners,paid,69084,2763,19233,1312
O047302,2025-07-23,UK,Partners,paid,54160,5957,21209,416
O001252,2025-07-03,US,Email,cancelled,28088,3370,14089,878
O025673,2025-12-06,UK,Partners,paid,93458,934,29607,1525
O029863,2025-08-16,UAE,Social,paid,18930,567,7712,1045
O036618,2025-08-29,US,Social,paid,9784,97,3874,872
O026209,2025-11-24,US,Partners,pending,40246,2817,12351,1566
O021295,2025-09-05,Germany,Search,paid,32644,4896,12764,1632
O040335,2025-09-18,Germany,Email,paid,62087,4966,26275,797
O022224,2025-12-12,UK,Email,paid,78839,4730,35572,602
O004708,2025-12-06,US,Social,paid,70206,10530,30434,1924
O037922,2025-11-27,UAE,Search,paid,94929,3797,31896,1216
O024851,2025-11-19,UAE,Search,paid,77195,9263,21738,1834
O026284,2025-10-09,Germany,Social,paid,85009,3400,48965,1846
O010324,2025-10-14,UK,Search,paid,48061,5767,14379,1262
O016663,2025-09-15,US,Email,paid,87639,8763,29184,1517
O006801,2025-12-15,Germany,Social,paid,50532,7579,25771,1093
O020852,2025-11-16,Germany,Search,paid,28284,3959,10216,1859
O034398,2025-10-08,US,Search,paid,85167,5110,44831,1864
O028047,2025-09-18,UAE,Social,paid,34302,1715,9124,542
O045681,2025-11-15,UK,Email,paid,52410,3668,24858,1531
O038348,2025-07-26,UK,Social,paid,18566,1670,9123,581
O031731,2025-12-23,Germany,Partners,paid,15346,1074,6565,1004
O007251,2025-08-04,UAE,Search,paid,22443,897,12927,1560
O012303,2025-08-15,US,Search,cancelled,85736,12003,43502,715
O030813,2025-12-02,US,Partners,paid,5333,213,2816,1232
O049032,2025-09-28,UAE,Search,paid,16982,2207,4875,1166
O047778,2025-11-13,UK,Search,paid,73866,9602,22492,1117
O040741,2025-07-06,UK,Search,paid,81617,8977,37046,1696
O039690,2025-08-31,Germany,Social,paid,58523,6437,19792,738
O033024,2025-08-28,UAE,Email,paid,52375,4713,13345,1738
O000774,2025-11-15,UAE,Search,paid,30995,619,14276,1495
O005439,2025-07-23,US,Email,paid,14042,140,5560,1165
O010468,2025-11-01,US,Search,paid,37474,5246,15469,779
O017165,2025-07-18,US,Search,paid,15922,318,6397,545
O043735,2025-07-07,US,Social,paid,57047,1140,22921,456
O033540,2025-07-26,UK,Social,paid,18417,2025,5081,1640
O044200,2025-11-11,Germany,Search,paid,23147,2083,8846,687
O012577,2025-09-14,Germany,Search,cancelled,48247,7237,24606,1888
O006962,2025-09-05,UAE,Email,paid,49094,2945,25381,405
O011205,2025-10-27,Germany,Partners,paid,73552,6619,40159,1932
O003744,2025-11-15,UK,Social,paid,27991,3079,12206,1293
O042388,2025-12-28,US,Search,cancelled,17685,1591,5311,1210
O046367,2025-10-09,US,Social,paid,29295,1171,15749,1257
O002235,2025-07-05,Germany,Partners,paid,69110,7602,24603,1825
O038298,2025-11-02,US,Search,paid,11608,1044,5915,1009
O044979,2025-11-23,UK,Partners,paid,51955,6754,22148,1662
O014833,2025-12-19,US,Email,paid,57976,4058,18332,1405
O037685,2025-07-05,UK,Search,paid,59231,0,19546,2021
O021466,2025-12-30,Germany,Search,paid,36082,5051,8688,1661
O032453,2025-11-13,US,Search,paid,70980,9227,26553,620
O002450,2025-09-14,UAE,Email,paid,23395,935,8984,1233
O032119,2025-10-12,UK,Social,paid,6602,792,3079,1403
O026734,2025-09-21,US,Social,paid,31493,1259,10581,2050
O033531,2025-09-27,Germany,Social,paid,28487,3418,7270,1499
O014727,2025-11-24,UAE,Search,paid,53463,4811,19947,503
O029491,2025-11-09,US,Social,cancelled,60702,5463,27067,1560
O043303,2025-09-11,UAE,Social,paid,22336,1786,11097,1953
O016183,2025-09-07,UAE,Search,paid,59804,5382,17959,2028
O028837,2025-09-04,US,Search,paid,90353,2710,44697,1204
O026122,2025-12-30,UAE,Social,paid,22395,3135,10593,493
